UO_ID,NameInIndex,case,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink,Alternate Link,Region_final,Sex or gender V2,country,continent
119,"Aldern, John","case3
",,,,,fl.,1370,,,1347,1393,Ph,J. Ardern,Mathematicians &cc Physicians,3,68,71,36,https://en.wikipedia.org/wiki/John_Arderne,,Great Britain,male,United Kingdom,Europe
120,Aldhelm,case2,d.,709,,,,,,,664,709,D,Aldhelm,Divines and Metaphysicians &cc,12,98,110,43,https://en.wikipedia.org/wiki/Aldhelm,,Great Britain,male,Kingdom of Wessex,Europe
121,Aldrovandus,case2,d.,1605,,,,,,,1560,1605,Ph,Aldrovandus,Mathematicians &cc Physicians,4,68,72,43,https://en.wikipedia.org/wiki/Ulisse_Aldrovandi,,Italy,male,Italy,Europe
122,Alexander,case1,d.,-323,,,,,,32,-355,-323,,Alexander,Statesmen and Warriors,14,126,140,43,https://en.wikipedia.org/wiki/Alexander_the_Great,,Turky in Europe,male,Greece,Europe
123,Alexander [Ab] Alexandro,case1,d.,1521,,,,,,50,1471,1521,Cr,Alexander A.,Orators and Critics &cc,16,22,38,43,https://en.wikipedia.org/wiki/Alessandro_Alessandri,,Italy,male,Italy,Europe
124,Alexander 6th,case2,d.,1503,,,,,,,1458,1503,Po,Alexander 6th,Divines and Metaphysicians &cc,23,98,121,43,https://en.wikipedia.org/wiki/Pope_Alexander_VI,,Spain,male,Spain,Europe
125,Alexander Aphrodisiensis,"case3
",,,,,fl.,201,,,178,224,Cr,Alexander Aph:,Orators and Critics &cc,19,22,41,43,https://en.wikipedia.org/wiki/Alexander_of_Aphrodisias,,Turky,male,Turkey,Asia|Europe
126,Alexander Eph:,"case3
",,,,,fl.,-30,,,-53,-7,M,Alexander Eph:,Mathematicians &cc Physicians,27,68,95,34,https://en.wikipedia.org/wiki/Alexander_Lychnus,,,male,Turkey,Asia|Europe
127,Alexander Severus,case1,d.,235,,,,,,26,209,235,,,,,,0,43,https://en.wikipedia.org/wiki/Severus_Alexander,,Persia,missing from OpenRefine results,Lebanon,Asia
128,Alexander Tralliensis,"case3
",,,,,fl.,620,,,597,643,Ph,Alexander Tr:,Mathematicians &cc Physicians,4,68,72,43,https://en.wikipedia.org/wiki/Alexander_of_Tralles,,,male,Turkey,Asia|Europe
129,Alexius Comnenus,case2,d.,1118,,,,,,,1073,1118,,Alexius,Statesmen and Warriors,9,126,135,43,https://en.wikipedia.org/wiki/Alexios_I_Komnenos,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
130,Alfenus Varus,"case3
",,,,,fl.,-10,,,-33,13,L,Alfenus Var:,Historians and Antiquaries Lawyers,1,0,1,43,https://en.wikipedia.org/wiki/Alfenus_Varus,,Italy,male,Italy,Europe
131,Alfragani,"case3
",,,,,fl.,879,,,856,902,M,Alfraganus,Mathematicians &cc Physicians,21,68,89,44,https://en.wikipedia.org/wiki/Ahmad_ibn_Muhammad_ibn_Kathir_al-Farghani,,India,male,Kyrgyzstan|Uzbekistan|Tajikistan,Asia|Asia|Asia
132,Alfred,case1,d.,900,,,,,,50,850,900,,Alfred,Statesmen and Warriors,25,126,151,44,https://en.wikipedia.org/wiki/Alfred_the_Great,,Great Britain,male,United Kingdom,Europe
133,Alhazen,"case3
",,,,,fl.,1072,,,1049,1095,M,Alhazen,Mathematicians &cc Physicians,14,68,82,35,https://en.wikipedia.org/wiki/Ibn_al-Haytham,,Persia,male,Iraq,Asia
134,Ali,case1,d.,660,,,,,,59,601,660,,Ali,Statesmen and Warriors,3,126,129,44,https://en.wikipedia.org/wiki/Ali,,,missing from OpenRefine results,Saudi Arabia,Asia
135,Ali Ebn Hosein,"case3
",,,,,fl.,980,,,957,1003,M,Ali Ebn Hosein,Mathematicians &cc Physicians,24,68,92,35,,http://downloads.it.ox.ac.uk/ota-public/tcp/Texts-HTML/free/A51/A51768.html,Persia,missing from OpenRefine results,Unknown,Unknown
136,Alimentus L. C.,"case3
",,,,,fl.,-211,,,-234,-188,L,Alimentus,Historians and Antiquaries Lawyers,5,0,5,44,https://en.wikipedia.org/wiki/Lucius_Cincius_Alimentus,,Italy,male,Unknown,Unknown
137,Alkindus,"case3
",,,,,fl.,1100,,,1077,1123,M,Alkindus,Mathematicians &cc Physicians,29,68,97,35,https://en.wikipedia.org/wiki/Al-Kindi,,Persia,male,Iraq,Asia
138,"Alkmaeon, Alm","case3
",,,,,fl.,1140,,,1117,1163,M,Almaeon Alm:,Mathematicians &cc Physicians,21,68,89,35,https://en.wikipedia.org/wiki/Abu_Ma%CA%BFshar,,India,missing from OpenRefine results,Afghanistan,Asia
139,Alliacus,case2,d.,1425,,,,,,,1380,1425,D,,,,,0,44,https://en.wikipedia.org/wiki/Pierre_d%27Ailly,,France,male,France,Europe
140,Almaeon,"case3
",,,,,fl.,-500,,,-523,-477,HP Ital,Alamaeon,Divines and Metaphysicians &cc,19,98,117,44,https://en.wikipedia.org/wiki/Alcmaeon_of_Croton,,Italy,male,Italy,Europe
141,Almamon,case2,d.,833,,,,,,,788,833,,Almamon,Statesmen and Warriors,5,126,131,44,https://en.wikipedia.org/wiki/Al-Ma%27mun,,Persia,male,Iraq,Asia
142,Alonzo 6th of Castile,case2,d.,1109,,,,,,,1064,1109,,Alonzo 6th,Statesmen and Warriors,12,126,138,44,https://en.wikipedia.org/wiki/Alfonso_VI_of_Le%C3%B3n_and_Castile,,Spain,male,Spain,Europe
143,Alonzo the great of Castile,case1,d.,912,,,,,,63,849,912,,Alfonso Gr:,Statesmen and Warriors,11,126,137,44,https://en.wikipedia.org/wiki/Alfonso_III_of_Asturias,,Spain,male,Spain,Europe
144,Alpetragius,"case3
",,,,,fl.,1149,,,1126,1172,M,Alpetragius,Mathematicians &cc Physicians,25,68,93,35,https://en.wikipedia.org/wiki/Nur_ad-Din_al-Bitruji,,Spain,male,Umayyad Caliphate|emirate of CÃ³rdoba|Caliphate of CÃ³rdoba|Almohad Caliphate|Emirate of Granada,Asia|Africa|Europe|Europe|Europe|Africa|Europe
145,Alphonsus Henriques of Portugal,case1,d.,1185,,,,,,75,1110,1185,,Alphonsus P.,Statesmen and Warriors,17,126,143,44,https://en.wikipedia.org/wiki/Afonso_I_of_Portugal,,Spain,male,Portugal,Europe
146,Alphonsus of Arragon,case1,d.,1284,,,,,,67,1217,1284,,Alphonsus,Statesmen and Warriors,20,126,146,44,https://en.wikipedia.org/wiki/Alfonso_X_of_Castile,,Spain,male,Spain,Europe
147,Alredus,case2,d. ab.,1128,,,,,,,1083,1128,H,,,,,0,44,https://en.wikipedia.org/wiki/Alfred_of_Beverley,,Great Britain,male,Unknown,Unknown
148,Alva (John Duke of),case1,d.,1582,,,,,,74,1508,1582,,Ferd. Of Alva,Statesmen and Warriors,10,126,136,44,"https://en.wikipedia.org/wiki/Fernando_%C3%81lvarez_de_Toledo,_3rd_Duke_of_Alba",,Spain,male,Spain,Europe
149,Amasis,case2,d.,-526,,,,,,,-571,-526,,Amasis,Statesmen and Warriors,5,126,131,44,https://en.wikipedia.org/wiki/Amasis_II,,Africa,male,Unknown,Unknown
150,Amaziah,case2,d.,-809,,,,,,,-854,-809,,Amaziah,Statesmen and Warriors,10,126,136,44,https://en.wikipedia.org/wiki/Amaziah_of_Judah,,Turky in Asia,male,Israel,Asia
151,Ambrose,case2,d.,397,,,,,,,352,397,F,Ambrose,Divines and Metaphysicians &cc,16,98,114,44,https://en.wikipedia.org/wiki/Ambrose,,Germany,missing from OpenRefine results,Germany,Europe
152,Ambrosius,case2,d.,508,,,,,,,463,508,,Ambrosius,Statesmen and Warriors,7,126,133,44,https://en.wikipedia.org/wiki/Ambrosius_Aurelianus,,Great Britain,male,Unknown,Unknown
153,Ambrosius Autpertus,case2,d.,778,,,,,,,733,778,D,Autbert,Divines and Metaphysicians &cc,11,98,109,44,https://en.wikipedia.org/wiki/Autpert_Ambrose,,France,male,France,Europe
154,Amenophis,case2,d.,-887,,,,,,,-932,-887,,Amenophis,Statesmen and Warriors,3,126,129,44,https://en.wikipedia.org/wiki/Akhenaten,,Africa,male,Egypt,Africa|Asia
155,Amir Yahia,"case3
",,,,,fl.,1541,,,1518,1564,H,Amir Yahia,Historians and Antiquaries Lawyers,3,0,3,44,,,Persia,missing from OpenRefine results,Unknown,Unknown
156,Ammianus Marcellinus,case2,d. ab.,380,,,,,,,335,380,H,Ammian M.,Historians and Antiquaries Lawyers,12,0,12,44,https://en.wikipedia.org/wiki/Ammianus_Marcellinus,,Persia,missing from OpenRefine results,Turkey,Asia|Europe
157,Ammon,case2,d. ab.,-1002,,,,,,,-1047,-1002,,Ammon,Statesmen and Warriors,5,126,131,44,https://en.wikipedia.org/wiki/Amon_of_Judah,,Turky in Asia,male,Unknown,Unknown
158,Ammonius,case6,d. ab.,247,,,,,,80,167,247,F,Ammonius,Divines and Metaphysicians &cc,19,98,117,44,https://en.wikipedia.org/wiki/Ammonius_of_Alexandria_(Christian),,,male,Unknown,Unknown
159,Ammonius Grammaticus,"case3
",,,,,fl.,389,,,366,412,Cr,Ammonius,Orators and Critics &cc,7,22,29,44,https://en.wikipedia.org/wiki/Ammonius_Grammaticus,,Italy,male,Italy,Europe
160,Ammonius Hermaeaei filius,"case3
",,,,,fl.,500,,,477,523,HP,Ammonius H.,Divines and Metaphysicians &cc,24,98,122,44,https://en.wikipedia.org/wiki/Ammonius_Hermiae,,Africa,male,Egypt,Africa|Asia
161,Amos,"case3
",,,,,fl.,790,,,767,813,J,Amos,Divines and Metaphysicians &cc,4,98,102,44,https://en.wikipedia.org/wiki/Amos_(prophet),,Turky in Asia,missing from OpenRefine results,Israel,Asia
162,Amosis,"case3
",,,,,fl.,-1070,,,-1093,-1047,,Amosis,Divines and Metaphysicians &cc,6,98,104,44,https://en.wikipedia.org/wiki/Ahmose_I,,Africa,male,Unknown,Unknown
163,Ampelius,"case3
",,,,,fl.,320,,,297,343,H,Ampelius,Historians and Antiquaries Lawyers,11,0,11,44,https://en.wikipedia.org/wiki/Liber_Memorialis,,,,Unknown,Unknown
164,Amphictyon,"case3
",,,,,fl.,-963,,,-986,-940,,Amphictyon,Statesmen and Warriors,15,126,141,44,https://en.wikipedia.org/wiki/Amphictyon,,,male,Unknown,Unknown
165,Amru Ebn Al As,case2,d.,664,,,,,,,619,664,,Amru al As:,Statesmen and Warriors,8,126,134,44,https://en.wikipedia.org/wiki/Amr_ibn_al-As,,,male,Saudi Arabia,Asia
166,Anacreon,case1,d.,-474,,,,,,85,-559,-474,P,Anacreon,Artists Poets,9,42,51,45,https://en.wikipedia.org/wiki/Anacreon,,,missing from OpenRefine results,Turkey,Asia|Europe
167,Anarcharsis,"case3
",,,,,fl.,-590,,,-613,-567,HP,Anacharsis,Divines and Metaphysicians &cc,12,98,110,45,https://en.wikipedia.org/wiki/Anacharsis,,,male,Unknown,Unknown
168,Anastasius,case1,d.,518,,,,,,87,431,518,,Anastasius,Statesmen and Warriors,14,126,140,45,https://en.wikipedia.org/wiki/Anastasius_I_Dicorus,,,male,Albania,Europe
169,Anastasius Alexandrinus,case1,d.,155,,,,,,72,83,155,Cr,,,,,0,45,https://en.wikipedia.org/wiki/Athanasius_of_Alexandria,,Africa,male,Egypt,Africa|Asia
170,Anastasius Bibliotheca,case2,d.,886,,,,,,,841,886,Cr,Anastasius L.,Orators and Critics &cc,18,22,40,45,https://en.wikipedia.org/wiki/Anastasius_Bibliothecarius,,Italy,male,Italy,Europe
171,Anatolius,"case3
",,,,,fl.,270,,,247,293,F,Anatolius,Divines and Metaphysicians &cc,18,98,116,45,https://en.wikipedia.org/wiki/Anatolius_of_Laodicea,,Africa,male,Egypt,Africa|Asia
172,Anaxagoras Claz.,case1,d.,-428,,,,,,72,-500,-428,HP Ion,Anaxagoras,Divines and Metaphysicians &cc,24,98,122,45,https://en.wikipedia.org/wiki/Anaxagoras,,,missing from OpenRefine results,Turkey,Asia|Europe
173,Anaxarchus,"case3
",,,,,fl.,-340,,,-363,-317,HP Eleat,Anaxarchus,Divines and Metaphysicians &cc,15,98,113,45,https://en.wikipedia.org/wiki/Anaxarchus,,Turky in Europe,male,Greece,Europe
174,Anaximander,case2,d.,-547,,,,,,,-592,-547,HP Ion,Anaximander,Divines and Metaphysicians &cc,19,98,117,45,https://en.wikipedia.org/wiki/Anaximander,,,missing from OpenRefine results,Turkey,Asia|Europe
175,Anaximenes,case1,d.,-504,,,,,,64,-568,-504,HP Ion,Anaximenes,Divines and Metaphysicians &cc,22,98,120,45,https://en.wikipedia.org/wiki/Anaximenes_of_Miletus,,,male,Turkey,Asia|Europe
176,Andocides,case14,,,b.,-468,liv. af.,-399,,,-468,-376,Or,Andocides,Orators and Critics &cc,12,22,34,45,https://en.wikipedia.org/wiki/Andocides,,Turky in Europe,male,Greece,Europe
177,Andrea del Sarto,case1,d.,1520,,,,,,42,1478,1520,Pa,And. del Sarto,Artists Poets,5,42,47,45,https://en.wikipedia.org/wiki/Andrea_del_Sarto,,Italy,missing from OpenRefine results,Italy,Europe
178,Andreas Cretensis,case2,d.,724,,,,,,,679,724,D,Andreas Cr.,Divines and Metaphysicians &cc,19,98,117,45,https://en.wikipedia.org/wiki/Andrew_of_Crete,,Persia,male,Syria,Asia
179,Andreas J,case2,d.,1347,,,,,,,1302,1347,L,Andreas,Historians and Antiquaries Lawyers,2,0,2,45,https://en.wikipedia.org/wiki/Giovanni_d%27Andrea,,Italy,male,Italy,Europe
180,Andriscus,case2,d.,-148,,,,,,,-193,-148,,Andriscus,Statesmen and Warriors,8,126,134,45,https://en.wikipedia.org/wiki/Andriscus,,Turky,male,Unknown,Unknown
181,"Andromachus, Cret.","case3
",,,,,fl.,60,,,37,83,Ph,Andromachus C.,Mathematicians &cc Physicians,7,68,75,35,,https://en.wikipedia.org/wiki/Andromachus_(physician),Italy,missing from OpenRefine results,Unknown,Unknown
182,Andronicus Rhodius,"case3
",,,,,fl.,-59,,,-82,-36,HP Per,Andronicus,Divines and Metaphysicians &cc,19,98,117,45,https://en.wikipedia.org/wiki/Andronicus_of_Rhodes,,Turky in Europe,male,Greece,Europe
183,Angelo M,case1,d.,1564,,,,,,89,1475,1564,Pa,M. Angelo,Artists Poets,21,42,63,45,https://en.wikipedia.org/wiki/Michelangelo,,Italy,male,Italy,Europe
184,Angriani,case2,d.,1416,,,,,,,1371,1416,D,Angriani,Divines and Metaphysicians &cc,9,98,107,45,,,Italy,missing from OpenRefine results,Unknown,Unknown
185,Anianus Alex,"case3
",,,,,fl.,402,,,379,425,H,Anianus,Historians and Antiquaries Lawyers,13,0,13,45,https://en.wikipedia.org/wiki/Anianus_(writer),,,male,Unknown,Unknown
186,Anien,"case3
",,,,,fl.,506,,,483,529,L,Anien,Historians and Antiquaries Lawyers,3,0,3,45,,,,missing from OpenRefine results,Unknown,Unknown
187,Annibal Caro,case2,d.,1566,,,,,,,1521,1566,Pa,An Caro,Artists Poets,6,42,48,45,https://en.wikipedia.org/wiki/Annibale_Caro,,Italy,male,Italy,Europe
188,Anniceris,"case3
",,,,,fl.,-260,,,-283,-237,HP Cyr,Aniceris,Divines and Metaphysicians &cc,23,98,121,45,https://en.wikipedia.org/wiki/Anniceris,,Africa,male,Cyrenaica|Libya,Africa
189,Annius of Viterbo,case2,d.,1492,,,,,,,1447,1492,D,Annius Vit:,Divines and Metaphysicians &cc,9,98,107,45,https://en.wikipedia.org/wiki/Annio_da_Viterbo,,Italy,male,Italy,Europe
190,Anselm,case1,d.,1109,,,,,,76,1033,1109,D,Anselm,Divines and Metaphysicians &cc,16,98,114,45,https://en.wikipedia.org/wiki/Anselm_of_Canterbury,,Italy,male,Italy,Europe
191,Ansgar,"case3
",,,,,fl.,820,,,797,843,D,Ansgar,Divines and Metaphysicians &cc,18,98,116,35,https://en.wikipedia.org/wiki/Ansgar,,France,missing from OpenRefine results,France,Europe
192,Anson,case2,d.,1762,,,,,,,1717,1762,,Anson,Statesmen and Warriors,22,126,148,45,"https://en.wikipedia.org/wiki/George_Anson,_1st_Baron_Anson",,Great Britain,male,United Kingdom,Europe
193,Anthony Marc,case1,d.,-30,,,,,,53,-83,-30,,Antony,Statesmen and Warriors,15,126,141,45,https://en.wikipedia.org/wiki/Mark_Antony,,Italy,male,Italy,Europe
194,Anthony of Padua,case2,d.,1231,,,,,,,1186,1231,D,Anthony,Divines and Metaphysicians &cc,9,98,107,45,https://en.wikipedia.org/wiki/Anthony_of_Padua,,Spain,missing from OpenRefine results,Portugal,Europe
195,Antigonus,case2,d.,-301,,,,,,,-346,-301,,Antigonus,Statesmen and Warriors,4,126,130,45,https://en.wikipedia.org/wiki/Antigonus_I_Monophthalmus,,Turky in Europe,male,Greece,Europe
196,Antigonus Carystius,"case3
",,,,,fl.,-260,,,-283,-237,Cr,Antigonus Car:,Orators and Critics &cc,19,22,41,45,https://en.wikipedia.org/wiki/Antigonus_of_Carystus,,,male,Greece,Europe
197,Antigonus Doson,case2,d.,-221,,,,,,,-266,-221,,Antigonus D.,Statesmen and Warriors,8,126,134,45,https://en.wikipedia.org/wiki/Antigonus_III_Doson,,,male,Unknown,Unknown
198,Antigonus Gonatus,case2,d.,-243,,,,,,,-288,-243,,Antigonus G.,Statesmen and Warriors,10,126,136,44,https://en.wikipedia.org/wiki/Antigonus_II_Gonatas,,Turky in Europe,male,Greece,Europe
199,Antinous,case2,d.,131,,,,,,,86,131,,,,,,0,45,https://en.wikipedia.org/wiki/Antinous,,Turky,missing from OpenRefine results,Turkey,Asia|Europe
200,Antiochus,"case3
",,,,,fl.,-60,,,-83,-37,HP Ac,Antiochus,Divines and Metaphysicians &cc,15,98,113,45,https://en.wikipedia.org/wiki/Antiochus_I_Theos_of_Commagene,,Persia,male,Unknown,Unknown
201,Antiochus,case1,d.,187,,,,,,52,135,187,,Antiochus,Statesmen and Warriors,6,126,132,44,https://en.wikipedia.org/wiki/Antiochus_I_Theos_of_Commagene,,Persia,male,Unknown,Unknown
202,Antipater,case2,d.,-319,,,,,,,-364,-319,,Antipater,Statesmen and Warriors,15,126,141,46,https://en.wikipedia.org/wiki/Antipater,,,missing from OpenRefine results,Unknown,Unknown
203,Antipater L. Coelius,"case3
",,,,,fl.,-121,,,-144,-98,H,L.C. Antipater,Historians and Antiquaries Lawyers,20,0,20,46,https://en.wikipedia.org/wiki/Lucius_Coelius_Antipater,,Italy,male,Italy,Europe
204,Antipater Tarsensis,"case3
",,,,,fl.,-144,,,-167,-121,HP Sto,Antipater T.,Divines and Metaphysicians &cc,11,98,109,46,https://en.wikipedia.org/wiki/Antipater_of_Tarsus,,,male,Turkey,Asia|Europe
205,Antiphon,case2,d.,-411,,,,,,,-456,-411,Or,Antiphon,Orators and Critics &cc,8,22,30,46,https://en.wikipedia.org/wiki/Antiphon_(orator),,Turky in Europe,male,Classical Athens,Europe
206,Antisthenes,"case3
",,,,,fl.,-396,,,-419,-373,HP Cyn,Antisthenes,Divines and Metaphysicians &cc,8,98,106,46,https://en.wikipedia.org/wiki/Antisthenes,,Turky in Europe,missing from OpenRefine results,Classical Athens,Europe
207,Antonio M.,"case3
",,,,,fl.,1460,,,1437,1483,Pa,Antonio M.,Artists Poets,14,42,56,36,https://en.wikipedia.org/wiki/Antonio_Missaglia,,,male,Unknown,Unknown
208,Antonius Liberalis,"case3
",,,,,fl.,60,,,37,83,Cr,Antonius Lib:,Orators and Critics &cc,3,22,25,46,https://en.wikipedia.org/wiki/Antoninus_Liberalis,,Italy,male,Unknown,Unknown
209,Antonius M. Sen.,case1,d.,-87,,,,,,56,-143,-87,Or,Antonius,Orators and Critics &cc,16,22,38,46,https://en.wikipedia.org/wiki/Marcus_Antonius_(orator),,Italy,male,Unknown,Unknown
210,Antonius Melissa,case13,,,,,fl. ab.,780,,,757,803,Cr,Antonius M.,Orators and Critics &cc,7,22,29,46,https://en.wikipedia.org/wiki/Antonius_Melissa,,,male,Unknown,Unknown
211,Antonius Monachus,case2,d.,357,,,,,,,312,357,F,Antonius Mon,Divines and Metaphysicians &cc,17,98,115,46,https://en.wikipedia.org/wiki/Anthony_the_Great,,Africa,male,Egypt|Ancient Egypt,Africa|Asia|Africa
212,Antonius Musa,"case3
",,,,,fl.,-23,,,-46,0,Ph,Ant: Musa,Mathematicians &cc Physicians,7,68,75,46,https://en.wikipedia.org/wiki/Antonius_Musa,,Italy,male,Ancient Rome,Europe|Africa|Asia
213,Antonius Pius,case1,d.,161,,,,,,75,86,161,,Antoninus P.,Statesmen and Warriors,17,126,143,46,https://en.wikipedia.org/wiki/Antoninus_Pius,,Italy,male,Italy,Europe
214,Apelles,"case3
",,,,,fl.,-334,,,-357,-311,Pa,Apelles,Artists Poets,22,42,64,46,https://en.wikipedia.org/wiki/Apelles,,,missing from OpenRefine results,Turkey,Asia|Europe
215,Aphthonius,"case3
",,,,,fl.,180,,,157,203,Cr,Apthonius,Orators and Critics &cc,5,22,27,46,https://en.wikipedia.org/wiki/Aphthonius_of_Antioch,,Persia,male,Turkey,Asia|Europe
216,Apicius,case13,,,,,fl. ab.,110,,,87,133,Cr,Apicius,Orators and Critics &cc,17,22,39,46,https://en.wikipedia.org/wiki/Marcus_Gavius_Apicius,,Italy,male,Unknown,Unknown
217,Apollinaris Senior,"case3
",,,,,fl.,362,,,339,385,P,Apollinarius,Artists Poets,12,42,54,46,https://en.wikipedia.org/wiki/Apollinaris_(the_Elder),,Africa,male,Egypt,Africa|Asia
218,Apollinaris Sidonius,case2,d.,482,,,,,,,437,482,F,Sid: Apollinaris,Divines and Metaphysicians &cc,16,98,114,46,https://en.wikipedia.org/wiki/Sidonius_Apollinaris,,France,male,Gaul,Europe
219,Apollodorus,"case3
",,,,,fl.,-120,,,,,Pa,Apollodorus,Artists Poets,24,42,66,46,https://en.wikipedia.org/wiki/Apollodorus_of_Tarsus,,,missing from OpenRefine results,Turkey,Asia|Europe
220,Apollodorus,"case3
",,,,,fl.,-104,,,-127,-81,P,Apollodorus,,,,0,36,https://en.wikipedia.org/wiki/Apollodorus_of_Tarsus,,,missing from OpenRefine results,Turkey,Asia|Europe
221,Apollodorus Atheniensis,"case3
",,,,,fl.,-115,,,-138,-92,Cr,Apollodorus,Orators and Critics &cc,17,22,39,46,https://en.wikipedia.org/wiki/Apollodorus_of_Athens,,Turky in Europe,missing from OpenRefine results,Classical Athens,Europe
222,Apollonius Dyscolus,"case3
",,,,,fl.,140,,,117,163,Cr,Apollonius Dys:,Orators and Critics &cc,4,22,26,46,https://en.wikipedia.org/wiki/Apollonius_Dyscolus,,Africa,male,Egypt,Africa|Asia
223,Apollonius Pergamensis,"case3
",,,,,fl.,-242,,,-265,-219,M,Apollonius,Mathematicians &cc Physicians,16,68,84,46,https://en.wikipedia.org/wiki/Apollonius_of_Perga,,Turky,male,Turkey,Asia|Europe
224,Apollonius Rhodius,"case3
",,,,,fl.,-230,,,-253,-207,P,Apollonius Rh.,Artists Poets,4,42,46,46,https://en.wikipedia.org/wiki/Apollonius_of_Rhodes,,Africa,male,Egypt,Africa|Asia
225,Apollonius Rhodius,"case3
",,,,,fl.,-76,,,-99,-53,Cr,Apollonius Rh:,Orators and Critics &cc,8,22,30,46,https://en.wikipedia.org/wiki/Apollonius_of_Rhodes,,Africa,male,Egypt,Africa|Asia
226,Apollonius Tyaneus,case2,d.,97,,,,,,,52,97,HP,Apollonius T.,Divines and Metaphysicians &cc,23,98,121,46,https://en.wikipedia.org/wiki/Apollonius_of_Tyana,,Turky,male,Turkey,Asia|Europe
227,Appian,"case3
",,,,,fl.,143,,,120,166,H,Appian,Historians and Antiquaries Lawyers,14,0,14,46,https://en.wikipedia.org/wiki/Appian,,Africa,missing from OpenRefine results,Egypt,Africa|Asia
228,Appion,"case3
",,,,,fl.,35,,,12,58,Cr,Appion,Orators and Critics &cc,7,22,29,46,https://en.wikipedia.org/wiki/Apion,,Africa,male,Egypt,Africa|Asia
229,Appius Cl. Decemvir,case2,d.,-443,,,,,,,-488,-443,,App. Claudius,Statesmen and Warriors,24,126,150,46,https://en.wikipedia.org/wiki/Appius_Claudius_Crassus,,Italy,male,Italy,Europe
230,Apries,case2,d.,-571,,,,,,,-616,-571,,Apries,Statesmen and Warriors,3,126,129,46,https://en.wikipedia.org/wiki/Apries,,Africa,male,Unknown,Unknown
231,Apsines,"case3
",,,,,fl.,238,,,215,261,Cr,Apsines,Orators and Critics &cc,11,22,33,46,https://en.wikipedia.org/wiki/Apsines,,BLANK 2,male,Jordan,Asia
232,Apuleius,"case3
",,,,,fl.,147,,,124,170,HP,Apuleius,Divines and Metaphysicians &cc,26,98,124,46,https://en.wikipedia.org/wiki/Apuleius,,Africa,missing from OpenRefine results,Algeria,Africa
233,Aquarius J,"case3
",,,,,fl.,1300,,,1277,1323,Ph,Actuarius,Mathematicians &cc Physicians,3,68,71,41,https://en.wikipedia.org/wiki/Joannes_Actuarius,,,male,Byzantine Empire,Europe
234,Aquila,"case3
",,,,,fl.,120,,,97,143,J,Aquila,Divines and Metaphysicians &cc,1,98,99,46,https://en.wikipedia.org/wiki/Aquila_of_Sinope,,Turky,male,Ancient Rome,Europe|Africa|Asia
235,Aquinas Th.,case2,d.,1274,,,,,,,1229,1274,D,Th: Aquinas,Divines and Metaphysicians &cc,13,98,111,46,https://en.wikipedia.org/wiki/Thomas_Aquinas,,Italy,male,Italy,Europe
236,Arator,"case3
",,,,,fl.,560,,,537,583,P,Arator,Artists Poets,9,42,51,46,https://en.wikipedia.org/wiki/Arator,,Italy,male,Italy,Europe
237,Aratus,"case3
",,,,,fl.,-277,,,-300,-254,M,Aratus,Mathematicians &cc Physicians,22,68,90,47,https://en.wikipedia.org/wiki/Aratus,,,missing from OpenRefine results,Turkey,Asia|Europe
238,Aratus,case1,d.,213,,,,,,62,151,213,,Aratus,Statesmen and Warriors,12,126,138,47,https://en.wikipedia.org/wiki/Aratus,,,missing from OpenRefine results,Turkey,Asia|Europe
239,Arbogastes,case2,d.,394,,,,,,,349,394,,Arbogastes,Statesmen and Warriors,7,126,133,47,https://en.wikipedia.org/wiki/Arbogast_(general),,France,missing from OpenRefine results,France,Europe
240,Arbuthnot,case2,d.,1735,,,,,,,1690,1735,P,Arbuthnot,Artists Poets,5,42,47,47,https://en.wikipedia.org/wiki/John_Arbuthnot,,Great Britain,male,United Kingdom,Europe
241,Arcadius,case1,d.,408,,,,,,31,377,408,,Arcadius,Statesmen and Warriors,9,126,135,47,https://en.wikipedia.org/wiki/Arcadius,,,missing from OpenRefine results,Unknown,Unknown
242,Arcesilaus,case6,d. ab.,-241,,,,,,71,170,241,HP Ac,Arcesilaus,Divines and Metaphysicians &cc,13,98,111,47,https://en.wikipedia.org/wiki/Arcesilaus,,,missing from OpenRefine results,Turkey,Asia|Europe
243,Archagathus,"case3
",,,,,fl.,-219,,,-242,-196,Ph,Archagathus,Mathematicians &cc Physicians,4,68,72,47,https://en.wikipedia.org/wiki/Archagathus_(son_of_Lysanias),,Turky in Europe,male,Greece,Europe
244,Archias,"case3
",,,,,fl.,-719,,,-742,-696,,Archias,Statesmen and Warriors,20,126,146,47,https://en.wikipedia.org/wiki/Archias_of_Corinth,,Turky in Europe,male,Greece,Europe
245,Archilaus,"case3
",,,,,fl.,450,,,427,473,HP Ion,Archilaus,Divines and Metaphysicians &cc,23,98,121,47,https://en.wikipedia.org/wiki/Archelaus_(philosopher),,Turky in Europe,male,Greece,Europe
