NameInIndex,UO_ID,Bio Name,BioSource,Biography,Citation,Region_final,Sex or gender V2,case,VisualCase,IndexLifeCode,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink
Caius,476.0,,,,,Italy,male,case2,E,d. ab.,d. ab.,210.0,,,,,,,165.0,210.0,L,Caius,Historians and Antiquaries Lawyers,6.0,0.0,6,54.0,https://en.wikipedia.org/wiki/Gaius_(jurist)
Caius J,477.0,"Caius, or Kay (John)",Watkins,"A physician, was born at Norwich, and educated at Gonvilehall, Cambridge, but took his degree of M.D. at Padua in 1541, where he was Greek lecturer, and reader in physic. On his return to England, he was appointed physician to Edward VI. and continued in the same capacity to serve queen Mary and queen Elizabeth, but in 1568 he was dismissed, being suspected of popery. He died at Cambridge in 1573, and left his estate for erecting Gonville-hall into a college, called after his name. He wrote the History of Cambridge, and some medical works which do honour to his learning.",,Great Britain,male,case1,C,d. (LL),d.,1573.0,,,,,,63.0,1510.0,1573.0,Ph,Caius,Mathematicians &cc Physicians,2.0,69.0,71,54.0,https://en.wikipedia.org/wiki/John_Caius
Cajetan,478.0,Cajetan,Watkins,"A cardinal, whose proper name was Thomas de Vio. He was born at Cajeta, in the kingdom of Naples, in 1469, and became a dominican monk, of which order he was chosen general. His book of the Power of the Pope procured him the archbishopric of Palermo, and the cardinalship. In 1516 he was sent legate to Germany, where he exerted himself against Luther. He died in 1584. Besides Insbrook, the above, he wrote Commentaries on Aristotle and Aquinas, and translated several parts of the Scriptures into Latin, according to the literal order. He is not to be confounded with Constantine Cajetam, a Benedictine, who died at Rome in 1650. He wrote on the Imitation of Jesus Christ, and other works.",,Italy,male,case1,C,d. (LL),d.,1534.0,,,,,,65.0,1469.0,1534.0,D,Cajetan,Divines and Metaphysicians &cc,27.0,99.0,126,54.0,https://en.wikipedia.org/wiki/Thomas_Cajetan
Calamy,479.0,Calamy (Edmund),Watkins,"A nonconformist divine, was born in London in 1609, and educated at Cambridge, where he proceeded B. D. He became chaplain to the bishop of Ely, and lecturer of St. Edmundsbury. In the civil war he sided with the parliament, and distinguished himself as the leading preacher among the presbyterians. He was also a member of the Westminster assembly. However, he protested against the trial and execution of the king. At the restoration he was offered the bishopric of Litchfield and Coventry, which he refused after some hesitation. He was deprived of his living for nonconformity, in 1662, and died in 1666. He published some single sermons and religious tracts.",,Great Britain,male,case1,C,d. (LL),d.,1732.0,,,,,,61.0,1671.0,1732.0,D,Calamy,Divines and Metaphysicians &cc,14.0,99.0,113,54.0,https://en.wikipedia.org/wiki/Edmund_Calamy_(historian)
"Caleca, Manuel",480.0,,,,,,male,case3,A,fl.,,,,,fl.,1250.0,,,1220.0,1265.0,D,Manuel Ca:,Divines and Metaphysicians &cc,18.0,99.0,117,54.0,https://en.wikipedia.org/wiki/Manuel_Kalekas
Caligula,481.0,Caligula (Caius Caesar),Watkins,"A Roman emperor, was the son of Germanicus and Agrippina. When he was twenty he was adopted by Tiberius, to the great joy of the Roman people, with whom his father Germanicus had been a favourite. His first wife was Claudia, the daughter of a senator, but even while a boy he discovered the most abandoned deposition, having been detected in an intrigue with his own sister. On the death of Tiberius he was proclaimed emperor by the praetorian soldiers, and the nomination was confirmed by the senate, A. D. 37. The commencement of his reign was promising; he set at liberty the state prisoners, caused honours to be shewn to his deceased relatives, behaved with liberality to those who were living, and distributed large donations to the people. But this state was of short duration. He fell dangerously ill, and so greatly was he esteemed, that all orders were anxious in their supplications for his recovery. When, however, his health was restored, it was discovered that he was not the same man. His mind was either changed, or he had acted under the mask of hypocrisy. He began his career of wickedness by murdering several of his relations, who were followed by a number of senators, and other persons of high rank. He openly married his sister Brasilia, and on her death caused divine honours to be paid her, in temples built to her honour. For his favourite horse he built a palace with a marble stable, and an ivory rack; fed him with gilt barley, and wine out of a golden cup. It was even his intention at one time to make him consul. He married several wives, whom he put away one after the other. At last he attached himself to Cornelia, whose manners were as dissolute as his own. Cruelty in him became an inordinate habit, and he openly uttered the detestable wish, ""that the Roman people had but one neck, which he might sever in two at a blow."" His public exhibitions were extravagant and childish. He caused a bridge of boats to be constructed from Baiae to Puteali, on which were erected a number of castles, and after passing over it twice at the head of his troops, he caused the whole to be destroyed. In an expedition into Gaul he shewed his folly and cowardice on several occasions; but one of his most ridiculous exploits was in a pretended expedition against Britain. Having drawn up his whole army opposite the island, he commanded the trumpets to sound a charge and every preparation to be made for battle, when on a sudden the soldiers were ordered to fill their helmets with cockle-shells, and the farce ended with giving a trifling donation to the troops. He was about to follow this tip by the tragedy of decimating all the legions of the German army which had mutinied; but suspecting his intentions, those troops took up their arms, and stood on the defence. He then lied to Rome, where he revenged himself on the senate. At length a conspiracy was formed against him, headed by Cassius Chaerea, and the monster was assassinated as he was passing to the baths, A.D. 41, in the 29th year of his age. His wife and infant daughter were also sacrificed to the vengeance of the people, who caused his statues to be demolished, and all his public acts to be annulled.",,Italy,male,case1,C,d. (LL),d.,41.0,,,,,,29.0,12.0,41.0,,Caligula,Statesmen and Warriors,18.0,127.0,145,54.0,https://en.wikipedia.org/wiki/Caligula
Calippus,482.0,Calipus,Crabb,"A mathematician of Cyzicus, A.C. 330",,,male,case3,A,fl.,,,,,fl.,-330.0,,,-360.0,-315.0,M,Calippus,Mathematicians &cc Physicians,18.0,69.0,87,54.0,https://en.wikipedia.org/wiki/Callippus
Calisthenes,483.0,Callisthenes,Watkins,"A Greek philosopher, and the companion of Alexander in his expeditions. That prince caused him, in consequence of a charge of having conspired against his life, to be put into an iron cage with a dog, after having had his nose, lips, and ears cut off. Lysimachus, a disciple of the philosopher's, out of compassion gave him poison, B.C. 328; for this Alexander ordered Lysimachus to be delivered to a lion, which he conquered, and for his bravery recovered the monarch's favour.",,Turky in Europe,male,case2,D,d.,d.,328.0,,,,,,,283.0,328.0,HP,Calisthenes,Divines and Metaphysicians &cc,18.0,99.0,117,54.0,https://en.wikipedia.org/wiki/Callisthenes
Callimachus,484.0,Callimachus,Watkins,"A Greek poet, who flourished in the time of Ptolemy Euergetes. He was the preceptor of Apollonius, the author of the Argonautica, who used him very ill. The works of Callimachus were translated into English by Dodd.",,Africa,male,case2,E,d. ab.,d. ab.,-244.0,,,,,,,-289.0,-244.0,P,Callimachus,Artists Poets,5.0,43.0,48,54.0,https://en.wikipedia.org/wiki/Callimachus
Callinicus,485.0,Callinichus,Crabb,"A native of Heliopolis, in Syria, was th einventor of that sort of fire called the Greek fire, which the emperor Constantine Pogonatus employed with great success against the ships of the Sarasins.",,Turky in Asia,male,case3,A,fl.,,,,,fl.,673.0,,,643.0,688.0,M,Callinicus,Mathematicians &cc Physicians,22.0,69.0,91,54.0,https://en.wikipedia.org/wiki/Callinicus_of_Heliopolis
Callistratus,486.0,,,,,,,case2,D,d.,d.,-345.0,,,,,,,-390.0,-345.0,Ar,Callistratus,Artists Poets,19.0,43.0,62,54.0,
"Calpurnius, Julius",487.0,Calpurnius,Watkins,"A Sicilian poet of the 3d century, who wrote seven eclogues, addressed to Nemisianus, another poet. They possess considerable merit, and are to be found in the Poetae Latini Minores, 4to. 1731.",,Turky in Europe,male,case3,A,fl.,,,,,fl.,281.0,,,251.0,296.0,P,Calpurnius,Artists Poets,2.0,43.0,45,54.0,https://en.wikipedia.org/wiki/Titus_Calpurnius_Siculus
Calvin,488.0,Calvin (John),Watkins,"An eminent reformer, was born at Noyon in Picardy, in 1509, and educated at Paris under Corderius with a view to the church. Two benefices were procured for him, but having read the scriptures with great attention, he became dissatisfied with the tenets of the church of Rome, and altered his mind with respect to the ecclesiastical state. This change in his opinions induced him to study the law, in which he made a considerable progress; but his open avowal of the protestant faith rendered his stay in France dangerous, and he retired to Basil, where he published, in 1533, his Institution of the Christian Religion, to which he prefixed an elegant dedication to Francis I. This work rendered his name famous among all the reformed, and was translated into several languages. The year following he settled at Geneva as minister and professor of divinity, having Farel for his colleague. But soon after he was obliged to leave Geneva, together with Farel, for refusing the sacrament indiscriminately to the people. Calvin then went to Strasburg, where her officiated in a French church of his own establishment, and was also chosen professor of divinity. The divines of Strasburg appointed Calvin to be their deputy at the diet of Worms. In the mean time the citizens of Geneva requested his return to their city, and after repeated solicitations he consented, and arrived there in 1541. His first undertaking was to set on foot a system of ecclesiastical discipline, strictly presbyterian, and as rigorous and assuming as that of Rome itself. He continued in this city, actively employed as a preacher and a writer, till his death, which happened in 1564. The moral character of Calvin was irreproachable, and he appears to have acted from conscientious motives; but he was proud and overbearing. His creed was narrow, and the doctrine of predestination which he broached and explained caused bitter heats and confusions long after his death. His intolerance was manifested in his conduct to Servetus, but this was more the fault of the age than of the man. In all respects, however, he was a great character. He left a widow, by whom he had a son, who died an infant. Calvin's works make 9 vols. folio.",,France,male,case1,C,d. (LL),d.,1564.0,,,,,,55.0,1509.0,1564.0,D,Calvin,Divines and Metaphysicians &cc,10.0,99.0,109,54.0,https://en.wikipedia.org/wiki/John_Calvin
